SMILES,C,H,N
[CH2][C][CH]=[CH][N],4,4,1
[CH2][C][CH]=[C]=[CH2],5,5,0
[CH2][C][CH]=[C]=[NH],4,4,1
[CH2][C][CH]=[C]=[N],4,3,1
[CH2][C][CH]=[C][CH2],5,5,0
[CH2][C][CH]=[C][CH3],5,6,0
[CH2][C][CH]=[C][NH2],4,5,1
[CH2][C][CH]=[C][NH],4,4,1
[CH2][C][CH]=[C][N],4,3,1
[CH2][C][CH]=[N][CH2],4,5,1
[CH2][C][CH]=[N][CH3],4,6,1
[CH2][C][CH]=[N][NH2],3,5,2
[CH2][C][CH]=[N][NH],3,4,2
[CH2][C][CH]=[N][N],3,3,2
[CH2][C][CH][CH2][CH2],5,7,0
[CH2][C][CH][CH2][CH3],5,8,0
[CH2][C][CH][CH2][NH2],4,7,1
[CH2][C][CH][CH2][NH],4,6,1
[CH2][C][CH][CH2][N],4,5,1
[CH2][C][CH][CH]=[CH2],5,6,0
[CH2][C][CH][CH]=[NH],4,5,1
[CH2][C][CH][CH]=[N],4,4,1
[CH2][C][CH][CH][CH2],5,6,0
[CH2][C][CH][CH][CH3],5,7,0
[CH2][C][CH][CH][NH2],4,6,1
[CH2][C][CH][CH][NH],4,5,1
[CH2][C][CH][CH][N],4,4,1
[CH2][C][CH][C]#[N],4,3,1
[CH2][C][CH][C]=[CH2],5,5,0
[CH2][C][CH][C]=[NH],4,4,1
[CH2][C][CH][C]=[N],4,3,1
[CH2][C][CH][C][CH2],5,5,0
[CH2][C][CH][C][CH3],5,6,0
[CH2][C][CH][C][NH2],4,5,1
[CH2][C][CH][C][NH],4,4,1
[CH2][C][CH][C][N],4,3,1
[CH2][C][CH][NH][CH2],4,6,1
[CH2][C][CH][NH][CH3],4,7,1
[CH2][C][CH][NH][NH2],3,6,2
[CH2][C][CH][NH][NH],3,5,2
[CH2][C][CH][NH][N],3,4,2
[CH2][C][CH][N]=[CH2],4,5,1
[CH2][C][CH][N]=[NH],3,4,2
[CH2][C][CH][N]=[N],3,3,2
[CH2][C][CH][N][CH2],4,5,1
[CH2][C][CH][N][CH3],4,6,1
[CH2][C][CH][N][NH2],3,5,2
[CH2][C][CH][N][NH],3,4,2
[CH2][C][CH][N][N],3,3,2
[CH2][C][C]#[C][CH2],5,4,0
[CH2][C][C]#[C][CH3],5,5,0
[CH2][C][C]#[C][NH2],4,4,1
[CH2][C][C]#[C][NH],4,3,1
[CH2][C][C]#[C][N],4,2,1
[CH2][C][C](=[CH2])[CH3],5,7,0
[CH2][C][C](=[CH2])[NH2],4,6,1
[CH2][C][C](=[CH2])[NH],4,5,1
[CH2][C][C](=[CH2])[N],4,4,1
[CH2][C][C](=[NH])[NH2],3,5,2
[CH2][C][C](=[N])[NH2],3,4,2
[CH2][C][C](=[N])[NH],3,3,2
[CH2][C][C]([CH2])=[CH2],5,6,0
[CH2][C][C]([CH2])=[NH],4,5,1
[CH2][C][C]([CH2])=[N],4,4,1
[CH2][C][C]([CH2])[CH2],5,6,0
[CH2][C][C]([CH2])[CH3],5,7,0
[CH2][C][C]([CH2])[NH2],4,6,1
[CH2][C][C]([CH2])[NH],4,5,1
[CH2][C][C]([CH2])[N],4,4,1
[CH2][C][C]([CH3])=[NH],4,6,1
[CH2][C][C]([CH3])=[N],4,5,1
[CH2][C][C]([CH3])[CH3],5,8,0
[CH2][C][C]([CH3])[NH2],4,7,1
[CH2][C][C]([CH3])[NH],4,6,1
[CH2][C][C]([CH3])[N],4,5,1
[CH2][C][C]([NH2])[NH2],3,6,2
[CH2][C][C]([NH])=[NH],3,4,2
[CH2][C][C]([NH])[NH2],3,5,2
[CH2][C][C]([NH])[NH],3,4,2
[CH2][C][C]([N])=[NH],3,3,2
[CH2][C][C]([N])=[N],3,2,2
[CH2][C][C]([N])[NH2],3,4,2
[CH2][C][C]([N])[NH],3,3,2
[CH2][C][C]([N])[N],3,2,2
[CH2][C][C]1=[CH][CH2]1,5,5,0
[CH2][C][C]1=[CH][CH]1,5,4,0
[CH2][C][C]1=[CH][C]1,5,3,0
[CH2][C][C]1=[CH][NH]1,4,4,1
[CH2][C][C]1=[CH][N]1,4,3,1
[CH2][C][C]1=[C]=[CH]1,5,3,0
[CH2][C][C]1=[C]=[C]1,5,2,0
[CH2][C][C]1=[C]=[N]1,4,2,1
[CH2][C][C]1=[C][CH2]1,5,4,0
[CH2][C][C]1=[C][CH]1,5,3,0
[CH2][C][C]1=[C][C]1,5,2,0
[CH2][C][C]1=[C][NH]1,4,3,1
[CH2][C][C]1=[C][N]1,4,2,1
[CH2][C][C]1=[N][CH2]1,4,4,1
[CH2][C][C]1=[N][CH]1,4,3,1
[CH2][C][C]1=[N][C]1,4,2,1
[CH2][C][C]1=[N][NH]1,3,3,2
[CH2][C][C]1=[N][N]1,3,2,2
[CH2][C][C]1[CH2][CH2]1,5,6,0
[CH2][C][C]1[CH2][NH]1,4,5,1
[CH2][C][C]1[CH2][N]1,4,4,1
[CH2][C][C]1[CH]=[CH]1,5,4,0
[CH2][C][C]1[CH]=[N]1,4,3,1
[CH2][C][C]1[CH][CH2]1,5,5,0
[CH2][C][C]1[CH][CH]1,5,4,0
[CH2][C][C]1[CH][NH]1,4,4,1
[CH2][C][C]1[CH][N]1,4,3,1
[CH2][C][C]1[C]#[C]1,5,2,0
[CH2][C][C]1[C]=[CH]1,5,3,0
[CH2][C][C]1[C]=[C]1,5,2,0
[CH2][C][C]1[C]=[N]1,4,2,1
[CH2][C][C]1[C][CH2]1,5,4,0
[CH2][C][C]1[C][CH]1,5,3,0
[CH2][C][C]1[C][C]1,5,2,0
[CH2][C][C]1[C][NH]1,4,3,1
[CH2][C][C]1[C][N]1,4,2,1
[CH2][C][C]1[NH][NH]1,3,4,2
[CH2][C][C]1[N]=[N]1,3,2,2
[CH2][C][C]1[N][NH]1,3,3,2
[CH2][C][C]1[N][N]1,3,2,2
[CH2][C][C]=[CH][CH2],5,5,0
[CH2][C][C]=[CH][CH3],5,6,0
[CH2][C][C]=[CH][NH2],4,5,1
[CH2][C][C]=[CH][NH],4,4,1
[CH2][C][C]=[CH][N],4,3,1
[CH2][C][C]=[C]=[CH2],5,4,0
[CH2][C][C]=[C]=[NH],4,3,1
[CH2][C][C]=[C]=[N],4,2,1
[CH2][C][C]=[C][CH2],5,4,0
[CH2][C][C]=[C][CH3],5,5,0
[CH2][C][C]=[C][NH2],4,4,1
[CH2][C][C]=[C][NH],4,3,1
[CH2][C][C]=[C][N],4,2,1
[CH2][C][C]=[N][CH2],4,4,1
[CH2][C][C]=[N][CH3],4,5,1
[CH2][C][C]=[N][NH2],3,4,2
[CH2][C][C]=[N][NH],3,3,2
[CH2][C][C]=[N][N],3,2,2
[CH2][C][C][CH2][CH2],5,6,0
[CH2][C][C][CH2][CH3],5,7,0
[CH2][C][C][CH2][NH2],4,6,1
[CH2][C][C][CH2][NH],4,5,1
[CH2][C][C][CH2][N],4,4,1
[CH2][C][C][CH]=[CH2],5,5,0
[CH2][C][C][CH]=[NH],4,4,1
[CH2][C][C][CH]=[N],4,3,1
[CH2][C][C][CH][CH2],5,5,0
[CH2][C][C][CH][CH3],5,6,0
[CH2][C][C][CH][NH2],4,5,1
[CH2][C][C][CH][NH],4,4,1
[CH2][C][C][CH][N],4,3,1
[CH2][C][C][C]#[N],4,2,1
[CH2][C][C][C]=[CH2],5,4,0
[CH2][C][C][C]=[NH],4,3,1
[CH2][C][C][C]=[N],4,2,1
[CH2][C][C][C][CH2],5,4,0
[CH2][C][C][C][CH3],5,5,0
[CH2][C][C][C][NH2],4,4,1
[CH2][C][C][C][NH],4,3,1
[CH2][C][C][C][N],4,2,1
[CH2][C][C][NH][CH2],4,5,1
[CH2][C][C][NH][CH3],4,6,1
[CH2][C][C][NH][NH2],3,5,2
[CH2][C][C][NH][NH],3,4,2
[CH2][C][C][NH][N],3,3,2
[CH2][C][C][N]=[CH2],4,4,1
[CH2][C][C][N]=[NH],3,3,2
[CH2][C][C][N]=[N],3,2,2
[CH2][C][C][N][CH2],4,4,1
[CH2][C][C][N][CH3],4,5,1
[CH2][C][C][N][NH2],3,4,2
[CH2][C][C][N][NH],3,3,2
[CH2][C][C][N][N],3,2,2
[CH2][C][NH][CH2][CH2],4,7,1
[CH2][C][NH][CH2][CH3],4,8,1
[CH2][C][NH][CH2][NH2],3,7,2
